cat/dog,health issue,cooking time,name,save,ingredient,cook
강아지,신장관련,조리시간 60분 이내,성견을 위한 균형 잡힌 음식 - 강아지의 건강을 위한 특별식,이번 레시피는 강아지에게 하루 섭취 영양소를 제공합니다. 간은 철분 비타민A 비타민 B12 구리 등의 영양소를 제공하는 영양가 높은 음식이지만 적당히 먹이는 게 좋습니다. 구리와 비타민 A를 과다 섭취할 경우 독선으로 변할 수 있으며 건강한 성인의 간에 손상을 입힐 수 있을 정도로 위험하니 주의해주세요. 소고기는 철분 아연 비타민B의 훌륭한 공급원입니다. 채소는 칼륨 섬유질 엽산 비타민A E C 등의 영양소를 제공하며 건강한 식단의 중요한 부분을 차지합니다. 영양 만점 간식은 3일 정도 냉장 보관이 가능합니다.,소고기 간 100 g기름기가 제거된 다진 소고기 200 g올리브 오일 1 tbsp켈프 10 g피망 30 g달걀 1 number생강 10 g브로콜리 30 g,"물이 채워진 작은 그릇에 켈프를 넣고 10분간 불려주세요.피망과 브로콜리, 생강을 깍둑썰기해 주세요.켈프가 물을 완전히 흡수해서 부피가 커질 때 꺼내서 잘게 썰어주세요.준비는 이렇게 되었습니다.간을 2~3cm 정도로 네모꼴로 썰어 믹서기에 넣어주세요.믹서기에 달걀 1개를 깨서 넣어준 다음 달걀 껍데기도 넣어주세요.잘게 썬 켈프와 생강도 넣어주세요.올리브 오일 1티스푼도 추가해주세요.재료가 부드러워질 때까지 갈아주세요.커다란 그릇에 혼합물을 부어주세요.다진 소고기와 잘게 썬 채소를 넣어주세요.재료를 골고루 섞어주세요.트레이에 베이킹 시트를 깔아주세요.숟가락으로 준비한 재료를 퍼서 골프공 모양으로 만든 뒤 베이킹 시트에 올려주세요.오븐에 시트를 넣고 노릇노릇하게 익을 때까지 350도에서 약 30분 정도 구워주세요.오븐을 끄고 간식을 꺼내 깨끗한 접시에 옮겨 담아주세요. 음식이 완전히 식은 뒤 애견에게 제공해주세요."
고양이,모질개선,조리시간 20분 이내,맛좋은 정어리 - 시력 감퇴를 예방하는,맛 좋은 정어리에는 건강상의 이점이 많습니다. 심장병과 암 예방과 노화에 따른 시력 감퇴를 예방해줍니다. 뼈와 면역 체계를 강화하며 인슐린 저항을 향상합니다. 오늘 만든 간식은 3일 정도 냉장 보관이 가능합니다,오일에 절인 정어리 통조림 70 g으깬 귀리 1/2 cup닭 간 200 g,육수 냄비에 물을 붓고 닭 간을 넣은 뒤 익을 때까지 센 불에서 약 7~10분 정도 삶아줍니다.간을 꺼내 물기를 빼주세요.냄비에 물 1/4컵을 붓고 끓여주세요.귀리를 넣고 5분 정도 끓여줍니다.물도 부어주세요.귀리가 익으면 그릇에 옮겨 담아 식힌 뒤에 간을 넣고 으깨어 주세요.정어리를 넣고 으깨줍니다.적당한 크기로 돌돌 말아 작은 공처럼 만들어주세요.파슬리나 셀러리 같은 채소나 허브를 첨가해도 좋아요.
고양이,다이어트,조리시간 10분 이내,푸짐한 오믈렛 - 배변 활동에 좋은,오늘은 사랑스러운 고양이를 위해 맛있는 오믈렛을 만들어 주세요  오늘 만든 맛있는 오믈렛은 5일 정도 냉장 보관이 가능합니다.,신선한 파슬리 5 g당근 40 g브로콜리 20 g파르메산 치즈 1 tbsp계란 3 number,"브로콜리를 잘게 썰어주세요.당근은 껍질을 벗기고 줄기를 제거한 후 깍둑썰기해 주세요.그릇에 달걀을 깨서 넣고 잘 풀어주세요.준비된 재료입니다.예열된 팬에 달걀을 붓고 중간 불에서 가열하세요.브로콜리와 당근, 파슬리와 치즈를 뿌려주세요.달걀이 알맞게 익을 수 있도록 약 7~8분간 조리해주세요.불을 끄고 주걱으로 오믈렛을 깨끗한 접시에 옮겨 담아주세요.음식이 완전히 식은 후 고양이에게 주세요!"
고양이,장관련,조리시간 30분 이내,닭고기 미트볼 - 모질 개선에 좋은,닭고기는 기름기 없는 단백질의 훌륭한 공급원으로 고양이 간식으로도 좋은 재료입니다.  또한 탄수화물이 없는 음식으로 비타민 인과 셀레늄과 같은 무기질의 훌륭한 공급원이기도 합니다. . 미트볼은 3일 정도 냉장 보관이 가능합니다.,다진 닭고기 100 g당근 50 g입자상 치즈 2 tbsp현미밥 1/2 cup달걀 1 number,"당근은 껍질을 벗기고 깍둑썰기해 주세요.준비한 그릇에 닭고기와 당근을 넣고 섞어주세요.밥과 치즈, 달걀 1개를 깨서 넣어주세요.재료가 잘 혼합될 수 있도록 골고루 섞어주세요.만든 재료를 작은 공 모양으로 만들어 유산지가 깔린 베이킹 시트 위에 올려주세요.오븐에 넣고 375도에서 약 30분 정도 구워주세요.오븐을 끄고 음식을 완전히 식힌 뒤 고양이에게 급여해주세요."
고양이,모질개선,조리시간 20분 이내,게맛살 쿠키 - 헤어볼 예방에 탁월한,게맛살을 좋아하지 않은 사람이 있을까요? 게맛살에는 100% 게살이 들어있지 않지만 게살맛이 더욱 강하게 나며 가격도 저렴합니다. 적은 돈으로 맛있는 게살맛을 이용해 만들어보세요 간식은 4일 정도 냉장 보관이 가능합니다.,게맛살 4 number으깬 귀리 1/2 cup달걀 1 number전유 1/4 cup,"준비한 그릇에 게맛살을 작은 조각으로 자른 뒤 포크를 이용하여 으깨어 주세요.귀리와 달걀, 우유를 첨가해주세요.재료들을 잘 섞어 주세요. 너무 질척이면 귀리를 첨가해주세요.베이킹 시트에 유산지를 깔고 혼합물을 적당한 크기 (한 숟가락) 로 올려주세요.오븐에 넣고 350도에서 약 15분 정도 구워주세요.음식이 완전히 식은 후 제공해주세요."
고양이,모질개선,조리시간 60분 이내,고양이를 위한 닭고기 스튜 - 장 건강에 좋은,이번 레시피는 주인과 고양이가 함께 먹을 수 있는 음식입니다. 뿐만 아니라 고양이의 건강에 좋은 음식입니다. 고양이와 함께 나누어 드시길 바랍니다 음식은 3일 정도 냉장 보관이 가능합니다.,닭가슴살 200 g고구마 50 g당근 30 g홍근대 70 g완두콩 통조림 1/4 cup올리브 오일 1 tbsp셀러리 30 g파슬리 20 g말린 로즈마리 1/4 작은스푼말린 오레가노 1/4 작은스푼,"당근의 줄기를 제거하고 껍질을 벗긴 후 깍둑썰기해 주세요.고구마도 껍질을 벗기고 깍둑썰기해 주세요.근대의 줄기를 제거하고 썰어주세요.셀러리는 깍둑썰기, 파슬리는 곱게 다져주세요.닭고기를 작은 조각으로 잘라주세요.큰 육수 냄비에 오일을 넣고 중간 불에서 가열하세요.닭고기를 넣고 갈색이 약간 날 때까지 10분 정도 재빨리 볶아주세요.오레가노와 로즈마리를 넣고 물 1~2컵을 부은 다음 뚜껑을 닫고 끓여주세요.준비한 채소들을 넣고 중간중간 휘저으면서 5분 정도 조리해주세요.파슬리를 넣고 휘저어 준 다음 뚜껑을 닫고 파슬리가 부드러워질 때까지 약한 불에서 30~45분 정도 삶아주세요.불을 끄고 음식을 깨끗한 그릇에 옮겨 담아주세요. 음식을 제공하기 전에 완전히 식혀주세요."
고양이,모질개선,조리시간 20분 이내,유기농 수제 고양이 음식 - 유기농 채소를 이용한 간편 건강식,이번 레시피에는 맛과 향을 강화시키는 인공색소가 들어있지 않습니다. 저온에서 추출한 오메가 3는 조리 후에 첨가하면 맛이 변하지 않습니다. 채소에는 살충제가 들어있지 않으며 옥수수 밀 보리 수수 간장과 같은 재료나 첨가제가 들어있지 않습니다. 음식은 3일 정도 냉장 보관이 가능합니다.,다진 닭고기 100 g당근 50 g달걀 1 number,당근은 껍질을 벗기고 깍둑썰기를 해주세요.팬에 닭고기를 넣고 노릇노릇하게 익을 때까지 중간 불에서 약 5~7분 정도 재빨리 볶아주세요.달걀을 깨서 넣고 잘 풀어주세요.당근을 넣고 물 1/4컵을 붓고 3~5분 정도 재빨리 볶아주세요.불을 끄고 음식을 깨끗한 그릇에 옮겨 담아주세요. 음식을 제공하기 전에 완적히 식혀주세요.
강아지,구강개선,조리시간 30분 이내,향기 과자 - 강아지 입냄새에 좋은,이 바삭바삭한 쿠키는 3~4일 정도 냉장고에 보관 가능합니다.,파슬리 10 g통밀가루 2 cup카놀라 오일 3 작은스푼달걀 1 number저지방 우유 1/2 cup,"파슬리를 잘게 썰어주세요.  좋은 재료를 고르기 위해 파슬리는 잎이 녹색으로 선명하고 신선한 것을 골라주세요. 또한 잘 시들기 때문에 요리 전에 바로 씻어주세요.그릇에 달걀을 깬 다음 준비한 카놀라 오일과 우유, 밀가루를 넣어주세요.재료들이 잘 섞이도록 휘저어주세요.하나의 반죽 덩어리가 되도록 손으로 잘 치대주세요.바닥에 가볍게 밀가루를 뿌린 뒤 반죽을 올려주세요.반죽을 1~2 cm 두께로 밀어주세요.쿠키 커터를 이용해 반죽을 찍어주세요.유산지가 깔린 베이킹 시트에 쿠키 반죽을 나란히 올려준 후 잘게 썬 파슬리를 뿌려주세요.400도 오븐에 넣고 약 15~20분 정도 노릇노릇해질 때까지 구워주세요.오븐에서 꺼낸 쿠키를 접시에 담아 차게 식혀주세요."
강아지,신장관련,조리시간 60분 이내,미니 치즈버거 - 성장을 촉진시키는,단백질 함량이 높은 소고기는 근육의 유지와 성장을 촉진시킵니다. 소고기는 에너지 함량을 증가시키는 다양한 지방(주로 포화 지방과 단일 불포화 지방)을 함유하고 있습니다. 비타민과 무기질의 훌륭한 공급원이며 비타민B12 아연 셀레늄 철분 니아신 비타민 B6를 함유하고 있습니다. 간식은 3일 정도 냉장 보관이 가능합니다.,기름기 제거된 다진 소고기 200 g달걀 1 number샌드위치 빵 2 number체다치즈 1/2 tbsp,빵을 작은 조각으로 잘라 믹서기에 넣어주세요.20~30초 정도 갈아주세요.빵가루가 되면 큰 그릇에 부어주세요.빵가루를 담은 그릇에 체다치즈와 소고기를 넣어주세요.그릇에 달걀을 깨서 넣으세요.포크를 이용해 재료를 골고루 섞어주세요.식빵 테두리를 잘라준 뒤 4등분으로 잘라주세요.유산지가 깔린 베이킹 시트에 자른 빵을 올려 주고 적당한 크기의 반죽을 빵 조각 위에 올려주세요.오븐에 넣고 350도에서 약 30분 정도 구워주세요.오븐을 끄고 간식을 꺼낸 뒤 완전히 차게 식혀주세요.
강아지,모질개선,조리시간 2시간 이상,말린 소고기 - 영양소가 풍부한,단백질은 고기의 주요 영양성분입니다. 소고기 단백질은 영양가가 높으며 근육의 유지와 성장을 촉진시킵니다. 소고기는 에너지 함량을 증가시키는 다양한 지방(주로 포화 지방과 단일 불포화 지방)을 함유하고 있습니다. 비타민과 무기질의 훌륭한 공급원이며 비타민B12 아연 셀레늄 철분 니아신 비타민 B6를 함유하고 있습니다. 오늘 만든 간편한 간식은 3일 정도 냉장고에 보관할 수 있어요.,소고기 460 g,소고기를 너비 3cm 크기로 얇게 썰어주세요. 살코기의 잘린 단면이 고른 것을 골라주세요.소고기 조각을 베이킹 시트에 서로 닿지 않게 나란히 올려주세요.오븐에 넣고 300도에서 약 1시간 정도 구워주고 200도에서 2시간 정도 구워주세요.오븐을 끄고 소고기 조각을 꺼내 완전히 식혀주세요.
강아지,모질개선,조리시간 10분 이내,강아지를 위한 기침약 - 목을 진정 시키는,민간요법으로 쓰이는 생강과 강황은 염증을 치유할 수 있으며 생강과 꿀은 목을 진정시키고 박테리아를 죽이는데 도움을 줍니다. 오늘 만든 수제 감기약은 밀폐 용기에 담아 냉장고에 1주일간 보관이 가능합니다.,생강 가루 3 tbsp강황 가루 2 tbsp사과 식초 2 tbsp뜨거운 물 1/3 cup꿀 2 tbsp,"준비한 그릇에 생강과 강황, 꿀을 넣고 잘 섞어주세요.사과 식초를 넣고 잘 휘저어 주세요.뜨거운 물 2/3 컵을 붓고 골고루 섞어주세요.한 번에 1~3 스푼씩 먹여주세요."
강아지,신장관련,조리시간 30분 이내,호박 사과 간식 - 심장 건강에 좋은,사과는 주로 탄수화물과 수분으로 이루어져 있습니다. 사과는 혈당 수치를 조절하고 결장의 건강 기능을 촉진시키는 섬유질도 함유하고 있습니다. 비록 사과는 비타민과 무기질의 함량이 높은 편은 아니지만 심장의 건강에 유익한 비타민 C와 칼륨이 풍부하게 들어 있습니다. 호박은 다양한 건강상의 이로움을 제공하는 베타-카로틴의 가장 일반적인 공급원입니다. 오늘 만든 간식에 귀리를 더 많이 뿌려도 좋습니다. 간식은 3~4일 정도 냉장고에 보관이 가능합니다.,호박 200 g사과 1 number달걀 1 number오트밀 1 cup,300~600ml의 물이 채워진 냄비에 호박을 넣고 삶아질 대까지 중간 불에서 약 10~15분 정도 끓여주세요.호박이 삶아지는 동안 사과를 잘게 썰고 속을 도려내 씨앗을 제거해주세요.삶은 호박과 사과를 넣어주세요.믹서기에 달걀 하나를 꺠서 넣고 오트밀 1컵을 넣어주세요.잘 섞일 때까지 갈아주세요.호박 혼합물을 부워주세요.베이킹 트레이에 오트밀을 뿌려준 뒤 숟가락으로 혼합물을 작게 떠서 베이킹 접시에 나란히 올려주세요.쿠키 반죽 위에도 오트밀을 뿌려주세요.400도 오븐에 넣고 약 12~15분 정도 구워주세요. 오븐을 끄고 간식을 꺼내주세요.완전히 차게 식힌 뒤 음식을 제공해 주세요.
강아지,모질개선,조리시간 30분 이내,소고기 빵 - 강아지 체중 조절에 도움이 되는,고기 빵은 강아지에게 특별한 간식입니다. 많은 양을 조리하고 얼려서 보관하면 몇 주간 강아지에게 음식을 먹일 수 있습니다. 음식은 5일 정도 냉장 보관 가능하며 3개월 정도 냉동보관 가능합니다,소고기 간 50 g다진 소고기 100 g껍질 콩 100 g토마토 1 number물 1 cup잘게 조각난 치즈 2 tbsp,"껍질 콩과 토마토를 깍둑썰기해주세요.간을 잘게 썰어주세요.커다란 그릇에 다진 소고기와 간, 껍질 콩과 토마토를 넣고 섞어주세요.잘게 썬 치즈를 넣고 잘 혼합되도록 섞어주세요.빵틀에 혼합물을 넣고 지그시 눌러주세요.물을 붓고 350도에서 25~30분 정도 구워주세요.음식을 제공하기 전에 완전히 식혀주세요"
