cat/dog,health issue,cooking time,name,save,ingredient,cook
강아지,,조리시간 ,라임 박하 아이스크림 - 구취를 제거하는,간식은 6개월 정도 냉동보관 가능합니다.,라임 1/3 물 1 꿀 2 신선한 박하잎 2 ,라임을 3등분으로 잘라주세요믹서기에 꿀과 민트를 넣어주세요믹서기에 라임을 짜서 넣어주세요물 1컵을 부어주세요재료를 잘 갈아주세요냉동 안전 용기나 아이스 큐브 트레이에 혼합물을 부어주세요뚜껑을 닫고 4시간 정도 얼려주세요아이스크림이 완성됐습니다!
고양이,신장관련,조리시간 30분 이내,연어 캐서롤 - 매일 먹이기 좋은,음식은 3일 정도 냉장보관 가능합니다.,연어 200 g으깬 귀리 1/2 cup달걀 1 number,믹서기에 귀리를 넣고 가루가 될 때까지 갈아주세요연어를 잘게 썰어준 뒤 캐서롤 그릇에 넣어주세요귀리를 넣고 달걀 1개를 깨서 넣으세요재료들을 잘 섞어주세요오븐에 그릇을 넣고 화씨 400도에서 25분 정도 구워주세요오븐을 끄고 음식을 제공하기 전에 상온에서 식혀주세요
고양이,,조리시간 ,,,,
강아지,,조리시간 ,퓨전 간식 볼 - 균형 잡힌 식단을 위한,음식은 3일 정도 냉장보관 가능합니다.,삶은 닭고기 갈은 것 50 삶은 파스타 30 껍질을 벗긴 고구마 30 파인애플 30 달걀 1 좁쌀 1/4 통밀가루 1/4 파슬리 10 ,커다란 그릇에 감자를 넣고 으깨주세요닭고기를 넣고 섞어주세요파인애플을 작은 조각으로 잘라서 그릇에 넣어주세요좁쌀과 밀가루도 첨가하세요재료들을 골고루 섞어주세요파슬리를 잘라서 그릇에 넣어주세요달걀을 깨서 넣고 재료들이 잘 섞이도록 휘저어 주세요혼합물을 2스푼 떠서 작은 공모양으로 만들어주세요유산지가 깔린 쿠키 시트 위에 공모양 혼합물을 올려주세요반죽이 노릇노릇하게 익을 때까지 화씨 350도에서 20-25분 정도 구워주세요오븐을 끄고 음식을 식혀주세요
강아지,,조리시간 ,강아지 테린만들기_칠면조 화식,소고기테린과는 조금 다른느낌과 냄새지만 확실히 기름기가 적은 가슴살이라 그런지 담백한 느낌이 매우강함,칠면조 가슴살 550 당근  고구마  파프리카  연근  표고버섯  바질  ,"칠면조 가슴살 550그람 정도를 조각내어 핏물 살짝 빼줌. 핏물을 뺀다는 느낌보다는 그냥 한번 세척해준다는 느낌으로 장시간 핏물을 오래빼진 않는다. 높은온도에 가열하는 테린이니까 세균걱정은 특별히 할게 없지만 겉에도 빡빡닦아주고 조각내어 흐르는물에 꼭 씻어주고 식초소독은 개엄마의 선택으로다가!칠면조테린에 들어갈 야채는 당근, 고구마,  파프리카, 연근! 역시나 야채가 비슷비슷하다ㅎㅎㅎㅎ표고버섯도 불려놓았는데 저 옆 어딘가에 있을거임. ㅎㅎㅎ소화효소율을 높여주기위해 야채는 꼭 익혀서 급여하는 편이다. 이 중 고구마만 빼고는 모두 살짝씩 익혀준 야채들. 파프리카는 익으면 쉰내가 나는 느낌을 받아서 화식에 많이 넣지는 않고, 바로바로 해먹이는 화식에는 넣어주는편이다.세척을 완료한 칠면조 고기를 믹서기에 갈아줌. 아주 고기가 부드러워서 믹서기로 아주 곱게 갈림. 테린을할때는 고기를 곱게 갈아야 중간중간 빈틈이없이 테린이 완성될 수 있음.빵틀에 올리브유를 살짝 발라주고 (아주얇게,정말얇게) 야채와 칠면조 고기를 섞어 빵틀에 꾹꾹 눌러담아주곤 그 위에 바질을 송송 얹어주었다.오븐 예열은 185도로 20분간 해주고, 180도로 내려서 60분간 오븐에 구워줄 예정. 이정도면 속까지 다 익고, 고구마도 다 익기 충분한 시간임.이제 오븐에 넣고 밑에 물넣고 60분간 휘휘 돌려주면 세상에서 짱맛있는 칠면조테린이 완성될거임!!!! 오븐에 물이 다 날아가지않게 중간중간 체크해주는것은 필수 !만들어놓은거 보기만해도 배가부름. 내새끼가 잘먹어줄 생각하니 기분이 또 좋고~~ㅎㅎ"
강아지,장관련,조리시간 2시간 이상,"강아지 감기에 좋은 음식, 달콤한 배숙","남은 강아지 배숙은 냉장고에 넣어뒀어요. 며칠 정도는 냉장보관 가능
[출처] 네이버 블로그 콩둥이맘",배 1 number꿀 2 큰스푼,"배를 깨끗이 씻어 뚜껑을 잘라주세요. 너무 얇지 않게 잘라주세요.배 씨는 강아지에게 독으로 작용할 수 있기 때문에 씨가 들은 가운데 부분을 파내야 하는데요.
배 씨를 포함한 가운데 부분만 조금 도려내고 꿀을 넣어도 되고 저처럼 속을 많이 파내도 돼요.
어차피 속은 다 사용할 거예요!파낸 속은 반 정도 빼두고 반 정도 안에 있는 상태에서 적당량의 꿀을 넣어주세요.꿀을 꽤 많이 넣는 경우도 있는데 저는 배 자체 당도가 있기 때문에 두 큰 스푼 정도 넣어줬어요. 그리고 꺼내두었던 파낸 속의 반을 위에 얹어주세요.
배 씨가 들어있는 가운데 부분은 사용하지 않았어요. 과감히 버려주세요.
대추나 도라지를 소량 같이 넣고 쪄주면 더욱 좋겠지만, 바로 구할 수 없어서 패스했어요.그리고 뚜껑을 덮어주세요. 뭐 맛있는 거 해주려고 하나~ 콩이가 유심히 저를 쳐다보네요.
배숙의 주인공 호둥이는 기운 없이 들어가서 자고 있어요 ㅠㅠㅠ냄비에 물을 넣고 중탕할 수 있는 그릇에 뚜껑을 씌운 배를 위생 봉지로 잘 싸서 올리고 중탕 시작!처음엔 센 불에서 팔팔 끓이고 이후엔 약불로 줄여서 오랜 시간 쪄주세요.
성질이 급한 저는 50분 정도 중탕했어요. 1시간 반 정도까지 푹~ 쪄도 좋을 것 같아요.50분 정도 쪄낸 강아지 감기에 좋은 배숙!위생 봉지는 배의 수분이 날아가지 않기 위해 감아뒀던 것. 포근하게 익은 배를 꺼냈어요.
50분 정도 쪄서 그런지 약간 단단한 부분도 꽤 있었어요. 1시간 반 정도 푹 고아 내면 더욱 포근~~~~~~하게 익은 배숙이 나올 것 같아요.
배가 흐물해지고 촉촉해서 껍질이 아주 얇게 잘 벗겨져요.채에 눌러서 즙을 냈어요. 배숙을 몇 개의 조각으로 나눈 다음에 꽤 오랜 시간 걸려 채에 눌러줬어요. 꽤나 물기가 없는 배찌꺼기만 남을 때까지그랬더니 이렇게 잘 걸러진 강아지 배숙이 배 하나에서 이만큼의 양이나 나오더라고요.만든 개 엄마 보람 있게 강아지 감기에 걸린 우리 똥깡아지, 아주 잘 먹어주네요.
배는 강아지의 식사를 대신할 만큼의 영양소를 갖추고 있는 건 아니기 때문에 하루 식사량의 10% 이내에서 급여하는 게 좋다고 해요!"
강아지,모질개선,조리시간 10분 이내,야채퓨레♥,추가로 들어가면 좋은 재료도 추천 해주세요.,양배추  파프리카  애호박  콜리플라워  당근  브로콜리  고구마  비트  적채  단호박  고구마  청경채  ,재료 씻고 벗기고 씨 빼고 자르고 1차 손질 완료♥ 양배추랑 고구마는 찜통에서 푹푹푹 찌기다진 애호박 달달 볶고 찐 양배추 다지고 찐 고구마 넣고 투하요렇게 다 섞어서 쉐킷쉐킷♥비트 없으니 노란색이 베이스인 야채퓨레에요.틀에 담아서 냉동보관하고 먹을건 냉장보관하면 OK!!하루에 500g씩 2주 먹을 양 성공!!
고양이,모질개선,조리시간 30분 이내,칠면조&연어볼 - 영양이 가득한,간식은 4일 정도 냉장보관 가능합니다.,식물성오일 2 tbsp고구마 50 g팥 통조림 100 g해바라기씨 2 tbsp간 칠면조 고기 100 g브로콜리 30 g토마토 1 number연어 통조림 50 g달걀 1 number,"고구마의 껍질을 벗기고 깍둑썰기 해주세요브로콜리를 곱게 다져주세요토마토를 깍둑썰기 해주세요커다란 그릇에 팥을 넣고 으깨주세요연어를 넣고 으깨준 다음 칠면조 고기를 넣고 휘저어 주세요골고루 섞어주세요고구마와 토마토, 브로콜리를 넣어주세요달걀을 깨서 넣고 해바라가기씨와 식물성 오일을 넣어주세요재료들이 잘 혼합되도록 골고루 섞어주세요숟가락으로 혼합물을 작은 공모양으로 만들고 베이킹 시트 위에 올려주세요화씨 350도에서 30분 정도 구워주세요음식을 제공하기 전에 완전히 식혀주세요"
강아지,관절관련,조리시간 60분 이내,연어 쿠키 - 관절 통증을 완화시키는,음식은 3일 정도 냉장보관 가능합니다. 이번 레시피에는 신선한 연어나 삶은 연어를 사용하세요. 연어 살을 만졌을 때 탄력이 있는 것을 고르세요. 살이 투명하며 표면은 촉촉하고 매끄러워야 합니다. 냄새는 향기로워야 하고 생선 비린내가 나지 않는 것을 고르세요.,달걀 1 number밀가루 1 cup물 2 tbsp연어 통조림 100 g마늘가루 1 작은스푼신선한 파슬리 20 g,"커다란 그릇에 연어를 넣고 으깨주세요그릇에 파슬리를 잘라 넣어주세요달걀을 깨서 넣고 재료와 섞어주세요밀가루와 마늘가루, 물을 넣고 재료들이 잘 혼합되도록 섞어주세요유산지 위에 반죽을 올려놓고 그 위에 유산지를 올려주세요반죽을 1cm 두께로 밀어주세요위에 올려진 유산지를 제거하고 반죽을 작은 네모꼴로 잘라주세요화씨 375도에서 30-35분 정도 구워주세요음식을 제공하기 전에 완전히 식혀주세요"
고양이,,조리시간 ,닭고기와 당근 - 암 발생률을 낮추는,음식은 3일 정도 냉장보관 가능합니다.,닭가슴살 120 당근 50 ,당근은 껍질을 벗기고 줄기를 제거한 후 깍둑썰기 해주세요당근을 체에 올리고 물 2-3컵으로 채워진 육수 냄비에 체를 올려 놓으세요당근이 부드러워질 때까지 3-5분 정도 중불(화씨 350도)에서 끓여주세요닭고기를 반으로 잘라서 냄비에 넣어 중불(화씨 350도)에서 끓여주세요약불(화씨 200도)로 줄이고 닭고기가 부드럽게 익을 때까지 15-20분 정도 끓여주세요불을 끄고 닭고기를 건져 올려 완전히 식혀주세요닭고기를 잘게 다져주세요그릇에 옮겨 담으세요당근을 닭고기 그릇에 넣어주세요골고루 섞어준 뒤 음식을 제공하세요
강아지,,조리시간 ,달걀 케이크 - 배탈을 막아주는,간식은 5일 정도 냉장보관 가능합니다. 강아지에게 호두를 대량으로 먹이지 말아주세요. 매우 위험할 수 있습니다. 눅눅하고 오래되서 곰팡이가 핀 호두나 땅에서 자라거나 신선하지 못한 호두는 강아지에게 호두 중독을 일으킬 수 있습니다.,달걀 1 사과즙 1/4 생꿀 1/4 식물성 오일 2 무염 호두 1/4 다목적용 밀가루 1/2 ,"작은 그릇에 달걀 1개를 깨서 넣고 잘 풀어주세요큰 그릇에 밀가루와 호두를 넣고 잘 섞어주세요(껍질이 벗겨진 호두는 먹기 편리하지만, 맛이 빨리 변할 수 있으니 조심하세요. 호두는 알맹이가 크고 옅은 색을 띠는 것을 고르세요. 알맹이가 바싹 마르거나 변색된 것은 피하세요)그릇에 사과즙과 꿀을 부어주세요(인공적으로 가공되거나 여과되거나 가열되지 않은 생꿀을 고르세요. 생꿀은 천연 산화방지제, 무기질, 효소를 함유하고 있습니다)식물성 오일과 달걀물을 넣고 재료들을 골고루 섞어주세요유산지가 깔린 케이크 팬에 혼합물을 부어주세요팬에 혼합물을 고르게 발라주세요오븐에 팬을 넣고 화씨 375도에서 20-25분 정도 구워주세요오븐을 끄고 케이크를 깨끗한 접시에 옮겨 담으세요케이크를 작은 조각으로 잘라주세요간식이 완성됐어요!"
강아지,모질개선,조리시간 30분 이내,연어 샐러드 - 털을 건강하게 해주는,음식은 3일 정도 냉장보관 가능합니다. 해바라기씨는 비타민E의 훌륭한 공급원이며 B1 망간 마그네슘 구리 인 엽산도 많이 들어있습니다. 해바라기씨에 세포막을 건강하게 유지하기 위해 필요한 산화방지제의 역할을 하는 비타민E를 많이 함유하고 있습니다. 연구에 따르면 해바라기씨에 함유된 식물 스테롤은 콜레스테롤을 수치를 낮춰주고 면역 체계를 강화시키며 암 발생 위험을 감소시킨다고 합니다. 해바라기씨는 마그네슘의 훌륭한 공급원이며 뼈 건강과 에너지 생산에 도움을 줍니다.,껍질을 벗긴 삶은 새우 50 g올리브오일 1 작은스푼연어 50 g해바라기씨 1 작은스푼닭심장 50 g버섯 20 g시금치 30 g,"버섯과 시금치를 잘게 썰어주세요닭의 심장과 새우, 연어를 한입 크기 조각으로 썰어주세요냄비에 오일을 넣고 중불(화씨 350도)에서 가열하세요시금치, 버섯, 연어, 심장, 새우를 넣어주세요약불로 줄이고 감자가 부드러워질 때까지 15분간 조리해주세요연어와 심장이 익을 때까지 3-5분간 재빨리 볶아주세요불을 끄고 음식을 그릇에 옮겨 담으세요음식 위에 해바라기씨를 뿌려주세요음식을 제공하기 전에 완전히 식혀주세요"
강아지,신장관련,조리시간 20분 이내,귀리 머핀 - 영양이 풍부한,머핀은 5일 정도 냉장보관 가능하며 6개월 정도 냉동보관 가능합니다.,으깬 귀리 1 cup꿀 1/4 cup식물성오일 1/3 cup다목적용 밀가루 1 cup베이킹소다 1 작은스푼베이킹파우더 1 작은스푼달걀 1 number물 1 cup,그릇에 밀가루와 귀리를 넣고 섞어주세요베이킹 소다와 베이킹 파우더를 넣고 섞어주세요그릇에 꿀과 식물성 오일을 부어주세요달걀 1개를 깨서 넣고 물을 부어주세요재료가 다 섞일 때까지 골고루 저어주세요머핀컵에 스푼으로 3/4 정도만 반죽을 담아 주세요화씨 400도에서 18-20분 정도 구워주세요오븐을 끄고 머핀을 깨끗한 표면 위에 올려주세요. 음식을 제공하기 전에 완전히 식혀주세요
강아지,,조리시간 ,연어 퓨레 - 뼈를 튼튼하게 하는,음식은 4일 정도 냉장보관 가능합니다.,물 1/2 당근 50 완두콩 통조림 50 연어 50 ,"당근의 껍질을 벗기고 깍둑썰기 해주세요커다란 냄비에 물을 붓고 센불(화씨 400도)에서 가열하세요냄비에 당근과 연어를 넣어주세요5-10분간 익힌 연어를 3분마다 뒤집어가며 삶아주세요다 삶은 연어와 당근을 접시에 옮겨 담고 상온에서 식혀줍니다.이제 믹서기를 준비하세요연어와 당근, 완두콩을 믹서기에 넣어주세요재료가 골고루 섞이도록 갈아주세요음식을 깨끗한 접시나 그릇에 옮겨 담아주세요강아지에게 음식을 제공해주세요"
강아지,모질개선,조리시간 20분 이내,오리고기 영양식 - 피부와 털을 건강하게 하는,음식은 3일 정도 냉장보관 가능합니다.,버섯 30 g삶은 오리고기 50g g물 1/2 cup달걀 1 number올리브오일 2 작은스푼삶은 조개 50 g닭고기 간 50 g고구마 50 g찐 완두콩 50 g,"버섯을 잘게 썰어주세요(표면이 매끄럽고 단단하며 싱싱한 버섯을 고르세요. 버섯의 표면은 건조하고 통통한 것이 좋습니다.)고구마의 껍질을 벗기고 깍둑썰기 해주세요(표면에 주름이 없고 육질이 단단한 것을 고르세요. 멍이 들거나 상처난 고구마는 쉽게 부패하기 쉽습니다.)조개를 한입 크기 조각으로 썰어주세요오리고기도 한입 크기로 썰어주세요간을 잘게 썰어주세요냄비에 오일을 넣고 중간 불(화씨 375도)에서 가열하세요냄비에 간을 넣고 30초간 볶아주세요버섯과 조개, 감자를 넣어주세요오리고기와 완두콩을 넣고 물 1/4컵을 부어주세요3분 정도 잘 섞으면서 볶아주세요중불(화씨 300도)로 줄이고 감자가 부드러워질 때까지 3-5분 정도 볶아줍니다.
달걀을 깨서 넣고 3분간 잘 풀어주세요불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀주세요"
강아지,,조리시간 ,천연 단호박분말 만들기,천연 단호박분말 만들기,단호박 1 분말담을 병 1 ,"단호박을 찜기에 넣어주세요, 찜솥쓸 때 아래칸에 물 가득! 넣어주세요 저는 찜기로 25~30분가량 조리했어요뚜껑에 김이나면서 보글보글 끓기 시작하네요 단호박분말 만들기 위해서는 다 쪄진 후 반을 갈라서 안쪽 호박씨부분을 모두 제거해주세요이제 단호박을 잘라서 건조기에 돌려주면되요 수제간식만들기가 처음이다보니 뭣도 모르고 큼직큼직 썰었어요두시간이 지나도 별 반응이 없는 단호박들 ㅋㅋㅋ 그래서 더 작게 가위로 잘라줬어요 단호박분말을 만들기 위해서는 엄청 얇고 작게 자르는게 좋아요이렇게 쪼그라드는데 20시간 걸렸네요 처음부터 단호박을 얇게 잘랐다면 12시간정도면 말랐을거 같아요ㅠㅠ오랜시간 말려준 단호박을 믹서기에 넣어주세요우ㅣ이잉잉-! 단호박분말 만들기의 마지막단계가 마무리되어가요단호박가루가 곱게 만들어지도록 중간중간 기다란 숟가락이나 막대기를 이용해 가운데로 잘 모아주세요색이 너무 예뻐요 아직 약간 수분감이 남은거같아서 건조기에 종이호일깔고 단호박분말을 두시간 더 건조시켰어요완성된 단호박 분말이에요 색 너무 예쁘죠! 중간중간 초록가루가 들어가 있어요 단호박껍질도 같이 넣어서 그런것 같아요유리병은 다이소에서 1000원주고 구매했어요 사이즈별로 많은데 저는 작은사이즈로 :)"
강아지,다이어트,조리시간 2시간 이상,꼬득꼬득 건강치석제거껌 연근칩,조금만 시간 투자해서 우리 애긔들 건강한 간식 만들어 주시는 건 어떨까요,연근 1봉 ,깨끗하게 세척한 연근을 준비해 주세요. 연근 효능은 비타민 C가 풍부하고 철분이 가득한 식재료에요. 그리고 다이어트에도 좋대요적당한 두께로 일정하게 썰어주세요찬물로 행궈주세요끓는물에 연근을 20분간 삶아주세요채망에 삶아진 연근의 물기를 빼주세요.건조기 트레이에 연근을 가지런하게 올려주세요.70도 12시간 했는데 10시간이 적당한거 같아요.연근칩 완성♥지퍼백에 밀봉해 냉장보관 해주세요.시식 타임♥
