cat/dog,health issue,cooking time,name,save,ingredient,cook
고양이,장관련,조리시간 20분 이내,칠면조 고구마밥 - 영양이 풍부한,음식을 3일 정도 냉장보관이 가능합니다. 살모넬라균 식중독을 예방하기 위해 칠면조를 골고루 조리하세요.,쌀밥 90 g기름 1 tbsp삶은 고구마 30 g간 칠면조 100 g,"프라이팬에 기름을 두르고 중불(화씨 350도)에서 가열하세요칠면조 고기를 넣고 잘게 찢어주세요
(칠면조 고기를 넣고 잘게 찢어주세요)닭고기가 익을 때까지 5-7분간 조리하세요후라이팬에 밥을 넣고 볶아주세요고구마를 넣고 주먹으로 으꺠며 팬에 골고루 펴발라 주세요불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀주세요"
강아지,관절관련,조리시간 30분 이내,모로칸식 쿠스쿠스 - 칼슘이 많은,음식은 3일 정도 냉장 보관이 가능합니다.,닭 넙적다리 100 g으깬 토마토 통조림 1 cup코코넛 오일 1/2 tbsp병아리콩 70 g브로콜리 50 g당근 50 g계피가루 1/8 작은스푼,"당근의 껍질을 벗기고 깍둑썰기 해주세요브로콜리를 잘게 썰어주세요닭고기를 한 입 크기로 잘게 썰어주세요프라이팬에 코코넛 오일을 두르고 350도 이상의 중불에서 가열해주세요닭고기를 넣고 노릇노릇하게 익을 때까지 저어주면서 20분 정도 볶아주세요브로콜리와 당근, 병아리콩, 으깬 토마토를 넣고 재료들을 잘 섞어주세요10분 정도 볶아줬으면 숟가락 뒷면으로 병아리콩을 으깨어 주세요(닭고기의 맛과 향을 흡수시키는 과정)팬에 계피가루를 뿌리고 잘 섞어주세요불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀주세요"
강아지,모질개선,조리시간 60분 이내,닭고기&햄 주머니 - 응용하기 쉬운 건강한 간식,간식은 3일 정도 냉장보관이 가능합니다.,통밀가루 1/2 cup햄 50 g기름 2 tbsp껍질 벗긴 고구마 30 g당근 30 g파슬리 10 g달걀 1 number간 닭고기 50 g현미밥 2 tbsp버터 1 tbsp껍질콩 30 g베이킹 파우더 1/8 작은스푼,"껍질콩과 당근을 깍둑썰기 해주세요파슬리를 곱게 다져주세요햄을 깍둑썰기로 썰어주세요커다란 그릇에 고구마를 넣고 으깨주세요밥과 버터를 넣고 휘저어 주세요햄, 껍질콩, 당근, 파슬리, 닭고기를 넣고 섞어주세요달걀 1개를 깨서 넣고 골고루 섞어주세요그릇에 밀가루와 베이킹 파우더, 기름을 넣고 골고루 섞어주세요밀가루 등을 섞은 그릇에 물 2스푼을 부어주세요기름을 넣고 재료를 치대며 반죽해주세요밀가루를 살짝 뿌린 표면 위에 반죽을 올려주세요 (밀가루와 물을 조금씩 추가하면서 반죽의 농도를 조절하세요)반죽을 1cm 두께로 밀어준 다음 가장자리를 잘라내주세요반죽을 가로 세로 5cm 네모꼴로 잘라주세요반죽에 고기소 1스푼을 넣은 뒤 반죽을 접고 윗부분을 손가락으로 찝어 고정해주세요유산지를 깐 베이킹 시트 위에 반죽을 올리고, 화씨 350도에서 15분 정도 구워주세요음식을 완전히 식힌 뒤 제공하세요"
고양이,구강개선,조리시간 30분 이내,닭고기 쿠키 - 치아를 깨끗하게 하는,간식은 5일 정도 냉장보관이 가능합니다. 간 고기를 구입하실 때는 고양이를 위해 90~95% 이상 기름기를 뺀 고기를 고르세요.,물 1/4 cup올리브 오일 2 tbsp삶은 간 닭고기 1 cup통밀가루 1 cup코코넛 가루 1/4 cup옥수수 가루 1/4 cup말린 멸치 가루 1/4 cup파슬리 10 g,"커다란 그릇에 밀가루를 부어주세요코코넛 가루와 옥수수 가루, 멸치 가루를 넣고 잘 섞어주세요그릇에 파슬리를 잘라서 넣은 다음, 닭고기를 마저 넣고 섞어주세요그릇에 오일과 물 1/4컵을 부어주세요반죽이 될 때까지 잘 뭉쳐주세요깨끗한 유산지 위에 반죽을 올리고 1cm 두께로 밀어주세요반죽을 작은 네모꼴로 잘라주세요화씨 350도에서 20-25분 정도 구워주세요오븐에서 꺼낸 간식을 잘 식힌 뒤 그어진 선대로 잘라주세요"
강아지,관절관련,조리시간 30분 이내,닭고기 우유 푸딩 - 단백질과 칼슘이 풍부한,만들기 쉽고 오래 걸리지 않는 요리이지만 음식을 오래 보관하지 마시고 1-2일까지만 보관해주세요. 오늘 레시피는 주식으로 제공하지 마시고 간식으로만 주세요. 2주에 1-2번씩만 제공해 주시길 바랍니다.,사과 1/4 number무지방 우유 3/4 cup닭가슴살 100 g한천가루 1 g닭고기 국물 1/2 cup파슬리 5 g,"사과를 1-1.5cm 크기의 네모꼴로 잘게 썰어주세요파슬리를 씻고 잘게 썰어주세요닭가슴살을 씻고 네모꼴의 1.5cm 크기로 잘라주세요냄비에 물 3컵을 넣은 뒤 닭고기를 넣고 15-20분간 끓여줍니다. 닭고기를 삶아 육수를 만들어줍니다.그릇에 무지방 우유를 넣고 닭고기 국물을 약간 부어주세요(팔팔 끓인 국물에서 나온 육수여야 합니다)한천가루 1g을 넣고 섞어주세요냄비에 액체를 붓고 잘 녹을 때까지 충분히 저어주며 6-10분간 조리하세요케이크팬(요거트 통 가능)에 잘게 썬 닭고기 4-6조각과 잘게 썬 사과 4-6조각을 담아주세요잘게 썬 파슬리와 액체를 넣은 뒤, 냉장고에서 약 15분간 얼려줍니다트레이에서 내용물을 꺼내면 맛있는 푸딩이 완성됐습니다!사과 1-2조각과 파슬리를 이용해 푸딩을 더 귀엽고 맛있어 보이도록 꾸며주세요"
강아지,모질개선,조리시간 10분 이내,키위&치즈 요거트 - 아침 식사로 좋은,음식은 5일 정도 냉장 보관이 가능합니다. 키위에는 영양이 풍부하며 병을 예방해주고 면역체계를 향상시켜주는 비타민 C 비타민 K 엽산 등 풍부한 영양소가 많이 들어있습니다. 섬유질이 풍부한 음식은 장시간 포만감을 유지해주고 혈압과 콜레스테롤 혈당 수치를 조절해줍니다.,코티지 치즈 1 tbsp키위 1 number플레인 요구르트 1/2 cup,"강아지가 소화하기 쉽도록 키위의 껍질은 모두 벗겨주세요1-2cm 두께로 얇게 썰어주세요요구르트를 담아둔 그릇에 자른 키위를 넣어주세요치즈를 2cm 정도 크기의 네모꼴로 잘라준 다음 키위 그릇에 옮겨 담으세요키위와 치즈를 요구르트로 코팅하듯 잘 섞어주세요아이에게 음식을 줄 때, 허브와 채소 같은 재료를 따로 첨가하셔도 좋습니다."
강아지,신장관련,조리시간 20분 이내,소고기&고구마 볶음 - 관절염 완화에 좋은,음식은 3일 정도 냉장보관이 가능합니다.,시금치 35 g간 소고기 225 g고구마 337 g연어 오일 1 작은스푼신선한 파슬리 1 tbsp생강가루 1/4 작은스푼물 70 ml,"고구마의 껍질을 벗기고 잘게 썰어주세요(고구마는 표면에 주름이 없고 육질이 단단한 것을 고르세요. 멍이 들거나 상처 난 고구마는 쉽게 부패하기 쉽습니다)파슬리를 잘게 썰어주세요(파슬리는 잎이 녹색으로 선명하고 신선한 것을 고르고, 잎이 누렇거나 썩은 것은 피하세요)시금치도 잘게 썰어주세요(잎이 신선하고 아삭아삭하며 녹색을 띠는 시금치를 고르세요. 잎이 시들고 갈색이거나 노랜색을 띠는 것은 피하세요)냄비에 연어 오일 1티스푼을 두르고 중불(화씨 350도)에서 가열하세요소고기를 넣고 3분간 볶아줍니다생강 1/4티스푼을 넣어주고, 소고기와 함께 3분 더 볶아주세요냄비에 물 70ml를 부어줍니다잘게 썬 고구마를 넣고 볶아주세요물을 더 넣어줍니다후라이팬에 시금치를 넣고 5분 정도 더 볶아주세요이제 불을 끄고 볶음요리를 그릇에 옮겨 담으세요잘게 썬 파슬리를 고기 위에 뿌려주고, 아이에게 줄 때는 음식을 완전히 식혀주세요"
강아지,모질개선,조리시간 60분 이내,채소 볶음밥 - 건강하고 균형 잡힌 음식,음식은 3일 정도 냉장 보관이 가능합니다.,물 1 cup빨간 피망 50 g당근 70 g기름기 없는 소고기 120 g익히지 않은 현미 1/3 cup껍질콩 70 g,"껍질콩을 잘게 썰어주세요당근의 껍질을 벗기고 깍둑썰기로 잘게 썰어주세요피망의 줄기와 씨를 제거하고 잘게 썰어주세요커다란 냄비에 물 1컵을 부어주세요냄비에 소고기를 넣어주세요잘게 썬 채소를 넣어주세요냄비에 현미 1/3컵을 넣어주세요재료가 혼합되도록 잘 섞어주세요뚜껑을 닫고 센불(화씨 400도)에서 끓여주세요중간 중간 재료를 휘젓다가, 약불(화씨 175도)로 줄이고 졸아들 때까지 1시간 이상 끓여주세요불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀줍니다"
고양이,모질개선,조리시간 20분 이내,참치 쿠키 - 오메가-3가 풍부한,간식은 5일 정도 냉장보관이 가능합니다.,참치 통조림 100 g다목적용 밀가루 1 cup달걀 껍질 1 number하얀 참깨 2 tbsp검정 참깨 2 tbsp파슬리 20 g,"믹서기에 달걀 껍질을 넣고 고운 가루로 갈아주세요커다란 그릇에 참치를 넣고 으깨주세요파슬리를 잘라 참치가 든 그릇에 넣어주세요밀가루와 간 달걀껍질 가루, 참깨 2종류를 넣어주세요재료가 잘 섞이도록 물을 조금씩 부어주며 반죽해주세요유산지 위에 반죽을 올려놓고 1cm 두께로 밀어주세요원하는 모양의 쿠키 커터로 반죽을 잘라 베이킹 시트 위에 올려주세요화씨 375도에서 20분 정도 구워주세요아이에게 음식을 주기 전 완전히 식혀주세요"
강아지,다이어트,조리시간 20분 이내,닭 모래주머니 - 단백질이 풍부한,음식은 3일 정도 냉장 보관이 가능합니다. 슈퍼마켓에서 판매하는 모래주머니는 이미 씻어 놓은 것이며 정육점이나 닭 농가에서 파는 모래주머니는 대개 신선한 경우가 많습니다. 반드시 모래주머니를 씻었는지 확인한 후 구입하세요. 만일 씻지 않았을 경우에는 모래주머니를 집으로 가져가 스스로 씻어야 합니다.,닭 모래주머니 120 g,모래주머니를 한입 크기의 조각으로 잘게 썰어주세요중불(화씨 350도)로 예열된 팬에 모래주머니를 넣어주세요모래주머니가 골고루 익도록 저어가며 15분간 조리해주세요불을 끄고 모래주머니를 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀주세요
강아지,다이어트,조리시간 20분 이내,사과&키위 머핀 - 비타민이 풍부한,머핀은 5일 정도 냉장 보관이 가능합니다.,올리브 오일 2 tbsp통밀가루 1/2 cup달걀 1 number사과 100 g크림치즈 2 tbsp파슬리 10 g아마씨 1 tbsp요구르트 1/4 cup키위 100 g,"사과의 줄기와 씨를 제거한 뒤 깍둑썰기 해주세요
(색이 진하고 껍질에 윤기가 나며 단단하고 크기에 비해 무거운 사과를 고르세요)키위도 깍둑썰기 해주세요
(손가락으로 눌렀을 때 탄력이 느껴지고 약간 들어가는 것을 고르세요. 너무 단단하거나 물렁물렁한 키위는 사지 마세요)커다란 그릇에 키위를 넣고 으깨주세요치즈를 넣고 으깨주세요올리브 오일을 넣고 잘 섞어주세요아마씨를 첨가해주세요달걀을 깨서 넣고 잘 섞어주세요그릇에 파슬리를 잘게 썰어 넣어주세요사과와 요구르트, 밀가루를 넣고 잘 섞어주세요스푼으로 머핀컵에 반죽을 채워주세요화씨 350도에서 20분 정도 구워주세요음식을 제공하기 전에 완전히 식혀주세요"
고양이,모질개선,조리시간 10분 이내,닭고기 치즈 빵 - 고소한 고양이 간식,빵은 3일 정도 냉장보관이 가능합니다.,당근 30 g쌀밥 1 cup달걀 1 number입자상 치즈 1/4 cup간 닭고기 100 g,"당근의 껍질을 벗기고 깍둑썰기 해주세요
(잔뿌리가 없고 껍질이 단단하고 매끈한 당근을 고르세요)커다란 그릇에 닭고기와 밥을 넣고 섞어주세요당근을 추가해주세요(껍데기에 손상이 없고 표면이 깨끗한 달걀을 고르세요)그릇에 달걀 1개를 깨서 넣어주세요골고루 섞어주세요빵틀에 반죽을 넣고 표면을 눌러주세요빵 위에 치즈를 뿌려주세요화씨 375도에서 45분 정도 구워주세요완전히 식혀주세요음식을 제공하기 전에 작은 조각으로 잘라주세요"
강아지,신장관련,조리시간 20분 이내,햄 볶음밥 - 영양가 있는 건강식,음식은 3일 정도 냉장 보관이 가능합니다.,햄 200 g현미밥 1 cup빵가루 3/4 cup올리브 오일 2 tbsp달걀 2 number,"햄을 깍둑썰기 해주세요커다란 그릇에 빵가루와 현미밥, 달걀을 넣고 섞어주세요잘게 썬 햄을 넣고 휘저어 주세요냄비에 오일을 두르고 중불(화씨 350도)에서 가열하세요냄비에 재료를 넣고 노릇노릇해질 때까지 10-15분 정도 재빨리 볶아주세요음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀주세요"
강아지,신장관련,조리시간 10분 이내,치킨 근대 볶음밥 - 담백하고 건강한 영양식,음식은 3일 정도 냉장 보관이 가능합니다.,간 닭고기 200 g근대 1 number현미밥 1/4 cup,"근대의 줄기를 제거하고 채썰기로 썰어주세요
(신선한 줄기와 뿌리가 곧은 근대를 고르세요. 뿌리가 크고 털이 많으며 잎이 시든 근대는 오래된 것이니 피하세요)팬에 소고기를 넣고 노릇하게 익을 때까지 화씨 350도에서 10-15분 정도 재빨리 볶아주세요근대와 밥을 넣고 2-5분 정도 볶아주세요불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀주세요"
강아지,다이어트,조리시간 2시간 이상,무염 치즈스틱,[출처] 네이버 블로그 콩둥이맘,락토프리 우유 2 l당근  브로콜리  식초  올리브유 약간 ,"당근을 잘게 다져서 올리브유에 살짝 볶아줬어요.
당근 속에 있는 비타민A는 지용성 비타민이라 기름과 함께 조리하면 체내 흡수율이 더 좋아진대요.브로콜리는 살짝 데쳐서 잘게 다져줬어요.
브로콜리는 데칠 때 소금을 살짝 넣어서 데치면 브로콜리 속 엽록소 성분이 더 선명해진대요.
강아지들이 먹을 거라 소금 없이 데쳤어요.
(아, 브로콜리는 양배추와 함께 섭취하면 흡수율이 더 높대요.
양배추가 있다면 같이 넣으면 더 좋을 것 같아요.)우유 2 L를 냄비에 넣고 센 불로 끓여주세요
(우유가 끓으면 거품이 많이 올라오기 때문에
냄비는 우유 양보다 훨씬 여유 있는 냄비를 쓰는 게 좋아요)우유가 끓기 시작하면 식초를 넣어줘요. 식초는 1 L 당 2~3스푼이라고 하는데,
2 L라서 6스푼 정도 넣어도 뭉쳐지지 않길래 조금 더 넣었어요.

식초를 넣고 저어주면 이렇게 몽글몽글 마치 순두부같이 점점 뭉쳐져요. 이때 우유는 처음부터 가능한 계속 저어주세요. 젓지 않으면 아래쪽 우유가 다 눌어붙더라고요.

덩어리로 뭉쳐지면서 남은 액체는 노랗고 투명하게 변해요. 이 정도 될 때까지 휘휘 저어주세요.면포에 잘 걸러줘요. 걸러져 나온 요 노랗고 투명한 액체는 유청이라고 하는데 칼슘이 풍부해서 좋다고 해요.

조금만 따로 덜어서 식혔다가 냉장고에 보관해두고 강아지에게 먹여도 좋아요.면포에 거른 요 하얀 덩어리는 바로 무염치즈! 무염 코티지치즈라고도 부르더라고요?

꾹꾹 짜서 물기를 빼주세요.

면포가 없으면 채반에 걸러도 좋지만 채반은 구멍이 좀 커서 물기를 꾹꾹 짜내기 힘들 수도 있어요. 그래도 면포가 없다면 채반을 사용하면 돼요.치즈 양을 반으로 나눠서 한쪽엔 준비해놓은 당근을, 다른 한쪽엔 브로콜리를 넣고 잘 섞어줘요.
뭉칠 때 쌀가루를 한 스푼 정도 넣으면 더 잘 뭉쳐진다고 해요.

지퍼백에 넣어서 어느 정도 얇고 평평하게 다지고 퍼지지 않게 각을 잘 잡아주고 냉동실에 40분 ~ 1시간 정도 넣어둬요.약간 얼어서 단단해진 치즈를 스틱 모양으로 잘 잘라서 식품건조기에 투입!
70도에서 9~10시간 정도 건조했어요.
건조 온도와 시간은 만드는 사람마다 조금씩 다르더라고요. 60~70도 정도에서 8~11시간 정도로 중간에 건조 정도를 보고 한번 조정하면 좋아요.짠! 강아지 무염치즈스틱 완성!!"
강아지,신장관련,조리시간 2시간 이상,꼬득꼬득 무뼈닭발껌,쯔~압 쯔아~압 입안에서 굴리며 맛나게 드셨지요,뼈없는 닭발 200 g식초  건조기  ,냉동으로 온 무뼈닭발을 물에 담궈서 해동했어요.해동되면 수차례 흐르는 물에 헹궈줍니다.거의 손질이 되어있지만 헹구면서 지저분한 부분은 가위로 제거했어요.식초 2~3방울 넣고 30분 정도 그대로 둡니다.여러번 다시 헹구어줍니다.보글보글 끓는 물에 15분 정도 익혀주세요. 끓으면서 불순물도 없애주고 더 쫀득한 젤라틴이 된다죠찬물로 헹구어주고 물기를 빼줍니다.건조기 트레이에 종이호일 깔고 쫘악 펴서 올려주세요.70도 5시간이면 OK!!저는 유리 용기에 담아서 보관할거에요. 냉장보관 하시는거 잊지마세요.
