cat/dog,health issue,cooking time,name,save,ingredient,cook
고양이,장관련,조리시간 20분 이내,하루 1 닭고기 - 설사 증상이 있는 고양이를 위한 간식,조리하지 않은 음식은 3일 정도 냉장 보관 가능합니다.,닭기름 2 tbsp닭고기 200 g,닭고기를 조각으로 잘라주세요. 닭고기를 구매하기 전에 생김새를 유심히 살펴보시길 바랍니다. 껍질의 색깔은 흰색 혹은 진노랑을 띠어야 하며 고기 색이 회색빛이 돌고 창백한 것은 구매하지 마세요. 포장 용기를 여는 순간 닭고기가 부패하면서 나는 냄새가 나는 경우엔 몇 분간 상온에 놓아주세요.커다란 프라이팬에 기름을 두르고 중간 불에서 가열하세요.프라이팬에 닭고기를 넣어주세요.5분간 고기를 뒤집으면서 볶아주세요. 총 15~20분 정도 반복해서 볶아주세요.불을 끄고 음식을 깨끗한 접시에 옮겨 담으세요.음식을 제공하기 전에 완전히 식혀주세요.
강아지,구강개선,조리시간 30분 이내,네모난 사과칩 - 강아지의 치아를 깨끗하게,간식은 5일 정도 냉장 보관 가능합니다.,베이킹 소다 1/2 작은스푼무염 땅콩 1/2 cup달걀 1 number통밀가루 1 cup사과 100 g사과즙 1/2 cup꿀 1/4 cup,"사과의 줄기와 씨, 속을 제거하고 깍둑썰기해 주세요. 색이 진하고 껍질에 윤기가 나고 단단하고 크기에 비해 무거운 사과를 고르세요.커다란 믹싱 볼에 밀가루를 넣어주세요.베이킹 소다와 땅콩을 넣어주세요.사과를 넣고 잘 섞어주세요.그릇에 꿀을 부어주세요.달걀 1개를 깨서 넣고 사과즙을 첨가하세요.재료들이 잘 혼합되도록 섞어주세요.유산지가 깔린 베이킹 시트에 반죽을 부어주세요.팬에 혼합물을 골고루 펴 발라주세요.325℉에서 30-35분 정도 구워주세요오븐을 끄고 간식을 완전히 식힌 뒤, 주방 칼을 이용해서 네모꼴로 잘라주세요.강아지에게 간식을 제공하세요."
강아지,구강개선,조리시간 2시간 이상,크래커 - 강아지 구취 제거 간식,오늘 만든 간식은 5일 정도 냉장 보관이 가능해요,크래커 100 g으깬 귀리 1/2 cup박하잎 1/2 cup,"그릇에 크래커를 곱게 부수어 넣어주세요.그릇에 박하잎을 작은 조각으로 잘라 넣어준 뒤, 귀리를 넣고 잘 섞어주세요.혼합물이 잘 뭉치도록 물을 조금씩 부어주세요.재료를 조금 떠서 손으로 돌돌 말아서 작은 공 모양을 만들어주세요.깨끗한 접시에 올려놓고 냉동실에 3~4시간 정도 얼려주세요.강아지에게 박하 맛 나는 간식을 제공해주세요~"
강아지,구강개선,조리시간 30분 이내,토마토 정어리 치즈 마카로니 볶음 - 각질 있는 피부에 좋은,정어리가 얼마나 몸에 좋은 음식인지 아시나요? 정어리는 오메가3 셀레늄 칼슘 단백질의 훌륭한 공급원이며 비타민 D를 높여줍니다.,정어리 30 g마카로니 50 g코티지 치즈 1 tbsp토마토 30 g파슬리 10 g닭고기죽 2 tbsp올리브 오일 1 작은스푼,"먼저 토마토를 씻고 조각으로 썰어주세요.뜨거운 물에 마카로니를 넣고 8-10분 정도 삶아주세요, 마카로니가 부드러워지면 건져냅니다. 마카로니를 삶는 법: 뜨거운 물에 삶아진 마카로니를 건져 올린 뒤, 차가운 물에 30초 동안 헹궈준 뒤 건져냅니다. 마카로니 면발이 쫀득하고 탱탱해질 겁니다.예열한 냄비에 올리브 오일을 약간 넣고 30초 정도 가열한 다음 잘게 썬 토마토를 넣고 휘저어 줍니다. 토마토가 부드러워 질 때까지 5~8분 정도 삶아줍니다.냄비에 정어리를 넣고 볶아주세요. 볶으면서 숟가락으로 정어리를 잘라줍니다.5분 뒤 닭고기 죽 2테이블 스푼을 부어 재료와 함께 섞어줍니다. 닭고기 죽을 팔팔 끓여주세요\마지막으로 코티지 치즈를 넣고 녹을 때까지 약 6~8분 정도 휘저어 줍니다.삶은 마카로니를 접시에 옮겨 담고 토마토, 정어리와 치즈가 섞인 재료를 위에 부어주세요."
강아지,다이어트,조리시간 30분 이내,고등어 밥 - 강아지의 뼈를 튼튼하게,몸에 좋은 재료로 만든 오늘의 음식 :),고등어 70 g호박 20 g밥 50 g생미역 10 g시금치 50 g,고등어를 10분 정도 삶아주세요.삶아준 다음 냄비에서 꺼내 생선의 뼈를 발라서 작은 조각으로 잘라주세요.호박을 작은 네모꼴로 잘게 썰어주세요. 그리고 시금치도 썰어주세요예열한 팬에 익은 생선을 넣고 3분 정도 볶아주세요. 생선을 볶으면서 숟가락으로 찢어주세요잘게 썬 호박과 시금치를 넣고 5분간 계속 볶아주세요.생미역을 넣고 1분 더 볶아주세요.밥과 함께 제공해주세요~
고양이,모질개선,조리시간 20분 이내,"참치,닭고기&현미 밥 - 비타민이 풍부한",가열한 음식을 냉장고에 넣어 차게 식힌 후 음식을 제공하세요. 이 음식은 3일까지 냉장 보관 가능합니다.,닭가슴살 300 g참치 1 number올리브 오일 1 작은스푼당근 1 number익힌 현미 1 cup,"당근과 닭고기를 작은 크기로 잘게 썰어주세요.프라이팬에 오일 1 티스푼을 넣고 중간 불로 가열합니다닭가슴살을 먼저 넣고 2분간 저어주세요.잘게 썬 당근을 넣고 2~3분간 휘저어줍니다.참치도 넣고 5분간 휘저어줍니다. 저어가면서 참치를 찢어주세요.익힌 현미를 팬에 넣고 10분 더 조리하여 줍니다.불을 끄고 섞은 재료를 그릇에 옮겨 담아주세요. 음식을 제공하기 전에 완전히 차게 식혀주세요.
음식을 더 맛있게 만들기 위해서 파슬리와 감자와 같은 다른 재료들을 첨가하셔도 됩니다"
고양이,장관련,조리시간 10분 이내,닭고기와 채소 퓨레 - 건강 유지에 도움이 되는,닭고기와 채소 퓨레는 3일까지 냉장 보관 가능합니다,닭가슴살 250 g당근 1 number브로콜리 1 number,"닭고기, 브로콜리와 당근을 잘게 썰어주세요. 좋은 고기와 채소를 고르는 방법을 알려 드릴게요.

닭가슴살은 껍질 없고 뼈 없는 걸 골라주세요. 당근은 잔뿌리가 없고 표면이 매끄럽고 단단한 당근을, 브로콜리는 딱딱한 줄기와 단단한 꽃 부분 그리고 신선한 생엽을 가진 브로콜리를 고릅니다. 꽃 부분이 노랗거나 꽃이 핀 브로콜리는 피하세요.모든 재료를 뜨거운 물에 넣고 8~10분간 끓여주세요.재료를 모두 꺼내고 물기를 없애줍니다.믹서기에 모든 재료를 넣고 물 한 컵 반을 첨가하세요.잘 섞일 때까지 갈아주세요.섞은 재료를 그릇에 따르고 음식을 제공합니다."
고양이,모질개선,조리시간 10분 이내,고양이를 위한 해시 브라운 - 식이섬유가 풍부한,"음식은 냉장고에 3일 정도 보관할 수 있으며 밀폐 용기에 넣어 6개월간 냉동 보관할 수 있습니다.
음식을 차리기 전에 해동시킨 뒤 데워줍니다. 조리 시간을 너무 길게 잡거나 짧게 잡지 마세요. 10~15분이면 적당합니다.",다진 소고기 100 g크림 코티지 치즈 50 g현미밥 100 g,팬을 가열한 뒤 갈아놓은 소고기를 넣어주세요.소고기가 갈색으로 변할 때까지 3분 정도 볶아줍니다.현미밥을 넣고 3~5분 정도 재료와 잘 섞어주세요준비한 치즈 2/4컵을 넣고 밥과 소고기와 골고루 섞어줍니다. 재료를 섞어주는 동안 치즈를 잘게 으깨주세요남은 치즈 1/4컵을 네모꼴로 잘게 썰어주세요.조리된 밥을 접시에 옮겨 담고 잘게 썬 치즈를 올려줍니다. 음식을 더욱 맛있게 보이기 위해 셀러리 잎도 올려줍니다.
고양이,관절관련,조리시간 20분 이내,닭고기 파스타 - 비타민이 풍부한 ,음식은 냉장고에 3일 정도 보관할 수 있으며 밀폐 용기에 넣어 6개월간 냉동보관 할 수 있습니다. 음식을 차리기 전에 해동시킨 뒤 데워줍니다.,마카로니 2 cup닭고기 넓적다리살 2 number올리브 오일 2 작은스푼,뜨거운 물에 마카로니를 넣고 부드러워질 때까지 5~7분간 삶아줍니다. 삶아진 마카로니를 건져 올려 물기를 빼세요. 뜨거운 물에 삶아진 마카로니를 건져 올려 찬물로 30초 정도 헹궈서 물기를 빼주세요. 그러면 마카로니 면발이 쫀득하고 탱탱해집니다.닭고기를 깨끗이 씻고 먹기 좋은 크기로 썰어줍니다.팬에 올리브 오일을 두르고 가열한 다음 닭고기살을 넣고 3~5분간 양쪽 면을 튀겨줍니다.삶은 마카로니를 넣고 잘 볶아줍니다. 닭고기와 마카로니가 골고루 잘 익도록 2~3분 정도 더 볶아줍니다.완성 되면 접시에 옮겨 담은 뒤 완전히 식혀주세요.
고양이,신장관련,조리시간 20분 이내,고양이를 위한 간 요리 - 면역 체계를 강화하는,이 음식은 3일 정도 냉장고에 보관할 수 있으며 6개월까지 밀폐 용기에 넣어 얼려줍니다.,소고기 간 100 g물 1/2 cup옥수수 기름 1 작은스푼,간을 먹기 좋은 크기로 잘라주세요. 소고기 간은 잡내가 없고 신선한 걸 고르셔야 합니다.팬에 오일을 붓고 1분간 가열해줍니다.냄비가 데워지면 준비된 간을 넣어주세요.간의 양쪽 면이 다 익을 때까지 약 5분간 볶아주세요.중간중간 물 1/2컵을 넣고 간이 노릇노릇하게 익도록 휘저어 줍니다.간을 접시에 옮겨 담고 차게 식혀둡니다.
강아지,다이어트,조리시간 10분 이내,오믈렛 요리 - 배탈에 효과적인,아픈 강아지의 위를 치료해 줄 든든한 음식이 되어줄 겁니다.,닭가슴살 10 g달걀 1 number감자 1/2 number밥 2 cup오트밀 1 tbsp가루우유 1 작은스푼,"먼저 감자와 닭가슴살을 씻고 작은 네모꼴로 썰어주세요.다음, 뜨거운 물에 재료를 넣고 5분 정도 삶아주세요.믹서기에 삶아진 감자, 닭고기, 달걀, 가루우유 오트밀을 차례대로 넣어줍니다.잘 섞이도록 갈아주세요.프라이팬에 식용유 1테이블 스푼을 넣고 예열하세요냄비에 잘 섞인 재료를 넣고 중간 불에서 부칩니다.기름을 약간 두르고 3분 정도 조리해주세요.오븐을 끄고 오믈렛을 먹기 좋은 크기로 잘라주세요."
강아지,다이어트,조리시간 30분 이내,스크램블 에그 간식 - 영양소가 풍부한,어렵지 않아요 :) 강아지가 좋아할 거예요,참치캔 100 g달걀 2 number오트밀 20 g셀러리 10 g무염버터 10 g밥 50 g,"셀러리를 씻고 채 썰어주세요팬을 예열하고 무염 버터를 넣고 녹을 때까지 휘저어 주세요.무염 참치캔을 넣고 숟가락으로 잘게 찢어주세요.다음, 채 썬 샐러리도 넣어주세요.오트밀을 넣고 양념이 잘 밸 때까지 4~6분간 볶아주세요냄비에 달걀 2개가 든 컵을 붓고 재빠르게 휘저어 재료와 잘 섞이도록 해주세요.접시에 볶아놓은 재료를 옮겨 담고 남은 샐러리 잎으로 장식하고 볶아놓은 재료를 밥과 섞으세요."
강아지,모질개선,조리시간 10분 이내,영양만점 치킨요리,너무너무 간단한 영양만점 치킨요리,다진닭고기 100 밥 1 cup병아리콩 조금 파슬리 한꼬집 ,닭을 냄비에 넣고 5-7분정도 볶아주세요병아리콩 강낭콩 밥을 넣고 2-3분간 같이 볶아주세요완성입니다 불을 끄고 위에 파슬리를 뿌려주세요
강아지,모질개선,조리시간 30분 이내,생선 덮밥 - 피부와 털에 좋은,연어는 피부와 털에 좋아요 :),연어 50 g생선 살코기 50 g파슬리 4 작은스푼달걀 35 g밥 50 g,연어를 씻고 작은 조각으로 썰어주세요.냄비에 연어 조각을 넣고 섭씨 중간 불에서  볶아주세요.연어를 볶으면서 숟가락으로 잘게 찢어줍니다. 5~7분간 조리한 뒤 접시에 옮겨 담으세요.냄비에 풀어낸 달걀을 넣고 2~3분간 익혀주세요. 익힌 달걀을 건져내 잘게 썰어주세요냄비에 생선 살코기와 밥을 넣고 잘 볶아주세요.준비된 재료를 접시에 담고 모두 섞어주세요.사진처럼 쿠키커터에 재료를 담아주세요완성됐어요~! 건강하고 맛있는 간식이랍니다.
